SiteID,Address,SMS No.,Serial No.,DMA,Latitude,Longitude,X,Y,App Notes,Status,Battery,Level,Spread,Threshold,Filter Type,Low Cutoff (Hz),High Cutoff (Hz),Sensor Type,Leak Duration (Days),Signal,Last received,Internal status,Internal Status Date,Last Note,Last Note Date,Last Note Created By,Logger mode,Created time,Leak Date,Last Leak Date, EasyID, Status Duration, Overdue Status,LNS Check Required,Accounts List,UTC
1721652," Coltman House, Welland St, Greenwich, London SE10 9DW, UK",4.47452E+13,54944,DMA - ZRIVSE03,51.48295847,-0.011435263,538177.6803,177875.1486,behind coltman house ,Leak,5.7V,41,5,15,Not Applied,,,,10,15,44651.14583,31577085,44274.43056,,44271.48333,Justin Martin (Justin_Martin),Awaiting repair,43200.38889,,44643.14583,,Awaiting repair 380 days,380 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722356," 57 Greenwich Church St, London SE10, UK",8.8236E+14,149366,DMA - ZRIVSE03,51.48201651,-0.010116128,538272.1167,177772.8901,,No Leak,5.3V,12,5,15,Not Applied,,,,0,7,44650.14583,,44421.36458,31577085,44421.36458,Sinead Johnston (SJPNDALYS2021),Auto,43200.38819,,,0,Auto 84 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719870," Cutty sark North pier, London SE10 9HT, United Kingdom",4.47925E+13,38704,DMA - ZRIVSE03,51.48332281,-0.009459481,538313.7599,177919.3922,outside nandos,No Leak,5.8V,17,14,15,Not Applied,,,,0,6,44652.14583,31489071,44242.56042,,,,Auto,43200.38611,,,,Auto 405 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7044631," 29 Eastney St, London SE10 9NR, UK",4.47624E+13,1260,DMA - ZRIVSE04,51.4836017,-0.00253746,538793.5145,177963.4958,,Leak,5.1V,34,7,15,Not Applied,,,,11,11,44652.14583,,,,,,Auto,43196.35625,,44642.14583,,Auto 91 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721031," 69 Lassell St, London SE10 9PJ, UK",8.8236E+14,4588,DMA - ZRIVSE04,51.48462469,0.001442189,539066.7124,178084.8009,,No Leak,4.7V,8,3,15,Not Applied,,,,0,16,44652.14583,,44243.33611,,,,Auto,43196.35556,,,0,Auto 91 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7044711," 87 Old Woolwich Rd, Greenwich, London SE10 9PP, UK",4.47925E+13,3311,DMA - ZRIVSE04,51.48537933,0.00296168,539169.9126,178171.6036,,No Leak,4.3V,-1,-1,15,Not Applied,,,,0,5,44652.14583,,,Faulty,44039.37847,Justin Martin (Justin_Martin),Auto,43196.35347,,,,Auto 613 days,,Yes,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1719980," 10 Greenwich Church St, London SE10 9BJ, UK",4.47925E+13,36183,DMA - ZRIVSE03,51.48094331,-0.009406781,538324.6134,177654.888,,No Leak,5.7V,20,9,15,Not Applied,,,,0,16,44652.14583,,,1719980 QLM,,,Auto,43175.51597,,,,Auto 613 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7045701," 65 Colomb St, Greenwich, London SE10 9EZ, UK",4.47452E+13,52311,DMA - ZRIVSE04,51.48386591,0.007481138,539488.3021,178011.9052,Valve in CW,No Leak,6.4V,-1,-1,15,Not Applied,,,,0,4,44652.14583,,,,,,Auto,43175.50764,,,,,,Yes,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721819," 334 Creek Rd, Greenwich, London SE10 9SW, UK",4.47452E+13,56946,DMA - ZRIVSE03,51.48141797,-0.010383837,538255.3377,177705.8271,,No Leak,5.6V,13,6,15,Not Applied,,,,0,20,44652.14583,31457628d,44368.39167,,44127.32639,Justin Martin (Justin_Martin),Auto,43173.60972,,,,Auto 525 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722389," 25 Bellot St, London SE10 0AQ, UK",4.47452E+13,46133,DMA - ZRIVSE04,51.48747359,0.0050773,539310.4161,178408.5089,,Leak,5.7V,32,12,15,Not Applied,,,,74,18,44649.14583,31733370,44608.5,,43817.60486,Justin Martin (Justin-TW),Awaiting repair,43172.40139,,44579.14583,,Awaiting repair 295 days,295 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722548," 37 Commerell St, Greenwich, London SE10 0EA, UK",4.47452E+13,57822,DMA - ZRIVSE04,51.48731705,0.00660588,539417.0138,178394.0098,,No Leak,4.9V,9,4,15,Not Applied,,,,0,11,44652.14583,,,"JM - NL mode, set auto",43537.52014,Justin Martin (Justin-TW),Auto,43172.39583,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7046749," 174 Trafalgar Rd, London SE10 9TZ, UK",4.47925E+13,34944,DMA - ZRIVSE04,51.48509914,0.004571185,539282.5096,178143.5046,,Leak,5.7V,33,8,15,Not Applied,,,,12,13,44652.14583,,,,,,Auto,43153.49306,,44641.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722511," 181-185 Trafalgar Rd, London SE10 9EQ, UK",8.8236E+14,130392,DMA - ZRIVSE04,51.48521164,0.005407189,539340.2089,178157.6054,,Leak,3.3V,40,5,15,Not Applied,,,,209,15,44652.14583,,,31540914,44428.34792,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43146.65069,,44444.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722550," 5 Conley St, London, SE10 0AN UK",4.47452E+13,56624,DMA - ZRIVSE04,51.48640297,0.006577231,539417.8111,178292.3084,,No Leak,6.0V,9,7,15,Not Applied,,,,0,26,44652.14583,31632325,44356.56667,,,,Auto,43146.65069,,,, 295 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1716279," 118 Woodlands Park Rd, London SE10 9EZ, UK",4.47925E+13,35787,DMA - ZRIVSE04,51.48332305,0.007883596,539517.9003,177952.3047,Hydrant on FW,No Leak,6.2V,18,10,15,Low Pass,,420,,0,15,44651.14583,Electrical,44390.55625,,44390.55625,Justin Martin (Justin_Martin),Investigation Cleared,43146.65,,,,Investigation Cleared 22 days,22 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722554," 69 Earlswood St, Greenwich, London SE10 9ET, UK",4.47925E+13,43127,DMA - ZRIVSE04,51.48303334,0.006472378,539420.8016,177917.4028,,No Leak,6.2V,10,3,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43146.64931,,,,Auto 863 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7044054," 79 Maidenstone Hill, Greenwich, London SE10 8SY, UK",4.47452E+13,53499,DMA - ZRIVSE03,51.47278142,-0.012443773,538138.3803,176741.5467,front door 15m up the road,No Leak,5.7V,12,13,15,Not Applied,,,,0,18,44652.14583,,,DW - returned to Auto,43377.49444,Dean Williams (Dean-TW),Auto,43146.64931,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721848," 6 Woodland Grove, London SE10 9UL, UK",4.47925E+13,37345,DMA - ZRIVSE04,51.48444045,0.004331987,539267.908,178069.8032,,Leak,6.4V,25,6,15,Not Applied,,,,5,16,44652.14583,,44461.40208,,,,Auto,43144.67014,,44648.14583,,Auto 79 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7190260," 57 Christchurch Way, London SE10 0AB, UK",4.47452E+13,55224,DMA - ZRIVSE04,51.48732068,0.004319157,539258.2481,178390.0639,,No Leak,5.8V,11,3,15,Not Applied,,,,0,10,44652.14583,80XVFS,44320.52153,,44320.52153,Justin Martin (Justin_Martin),Auto,43144.66944,,,,Auto 58 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
9867752," 11 Tyler St, London SE10 9EY, UK",4.47452E+13,45932,DMA - ZRIVSE04,51.48422661,0.006389007,539411.3764,178049.9362,,No Leak,3.4V,8,3,15,Not Applied,,,,0,14,44652.14583,,43788.54583,close,,,Auto,43144.66806,,,,Auto 683 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
8430409," 9 Lovibond Ln, London SE10 9FY, UK",4.47925E+13,42935,DMA - ZRIVSE03,51.47734182,-0.016382597,537851.1026,177241.2499,inbetween pure gym and bright horizons nursery ,No Leak,5.5V,9,3,15,Not Applied,,,,0,8,44652.14583,,,,,,Auto,43144.51806,,,,Auto 639 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720745," 26 Trafalgar Grove, Greenwich, London SE10 9TB, UK",4.47452E+13,53358,DMA - ZRIVSE04,51.48262384,-0.000723755,538922.41,177858.1951,,Leak,5.8V,36,5,15,Not Applied,,,,17,7,44652.14583,,,,,,Awaiting repair,43144.51528,,44636.14583,,Awaiting repair 785 days,785 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722516," 18 Flavell Mews, London SE10 0AZ, UK",4.47452E+13,54633,DMA - ZRIVSE04,51.48756657,0.005582641,539345.2158,178419.8094,Hydrant on FW,No Leak,6.0V,8,4,15,Not Applied,,,,0,7,44652.14583,81GTZS,44355.50764,,,,Auto,43144.51389,,,,Auto 263 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7050477," 171 Greenwich High Rd, Greenwich, London SE10 8JA, UK",3.19701E+12,4614,DMA - ZRIVSE03,51.47758864,-0.014364235,537990.5131,177272.4963,Valve in FW,No Leak,6.0V,9,8,15,Not Applied,,,,0,4,44651.14583,31575235 31636488,44362.33542,,,,Auto,43144.45208,,,, 290 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7045279,"Serica Court, 154 Greenwich High Rd, London SE10 8NZ, UK",8.8236E+14,3473,DMA - ZRIVSE03,51.47858401,-0.010598322,538249.0085,177390.2824,,No Leak,6.2V,-1,-1,15,Not Applied,,,,0,26,44652.14583,45SDWP,44186.52569,,44186.52569,Justin Martin (Justin_Martin),Auto,43144.44931,,,0,Auto 465 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7045275," 2 Trenchard St, Greenwich, London SE10 9PA, UK",4.47925E+13,3964,DMA - ZRIVSE04,51.48392955,-0.000320859,538946.4177,178004.1558,not cable tied ,No Leak,6.3V,11,3,15,Not Applied,,,,0,7,44643.14583,31574829,44243.40972,,44243.40972,Justin Martin (Justin_Martin),Awaiting repair,43144.44653,,,,Awaiting repair 91 days,91 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
1722037," 68 Tyler St, Greenwich, London SE10 9EX, UK",4.47452E+13,51990,DMA - ZRIVSE04,51.48316123,0.007039695,539459.8011,177932.7035,,No Leak,5.9V,8,3,15,Not Applied,,,,0,5,44647.14583,,,,,,Auto,43144.32361,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7377707," 1 Christchurch Way, London SE10, UK",4.47925E+13,36811,DMA - ZRIVSE04,51.48527155,0.004242858,539259.1897,178162.0527,,No Leak,5.5V,9,10,15,Not Applied,,,,0,15,44652.14583,,,"JM - NL mode, set auto",43418.42986,Justin Martin (Justin-TW),Auto,43144.32292,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1715275," 36 Colomb St, Greenwich, London SE10 9EU, UK",4.47452E+13,57619,DMA - ZRIVSE04,51.48434317,0.007286076,539473.3038,178064.6057,,No Leak,6.3V,12,5,15,Low Pass,,250,,0,7,44651.14583,t 31618039,44328.41944,,44328.41319,Justin Martin (Justin_Martin),Auto,43143.65278,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722175," 150 Lewisham Rd, London SE13 7LE, UK",4.47452E+13,2589,DMA - ZRIVSE02,51.46851569,-0.012748539,538130.0893,176266.6178,,No Leak,6.4V,8,3,15,Not Applied,,,,0,13,44652.14583,,,,,,Auto,43143.61667,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE02,0
9867755," 8 Walnut Tree Rd, Greenwich, London SE10 9ET, UK",4.47452E+13,51799,DMA - ZRIVSE04,51.48420615,0.006584301,539424.9979,178048.0327,,No Leak,6.0V,9,3,15,Not Applied,,,,0,18,44652.14583,t2,44630.43681,,,,Auto,43143.61458,,,, 21 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722391," 32 Bellot St, London SE10 0AQ, UK",4.47452E+13,52319,DMA - ZRIVSE04,51.48832262,0.005176524,539314.7186,178503.1103,,No Leak,6.5V,12,4,15,Not Applied,,,,0,6,44652.14583,31531784,44237.59375,,44237.59375,Justin Martin (Justin_Martin),Auto,43143.61389,,,,Auto 391 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1720762," 3 Welland St, Greenwich, London SE10 9EJ, UK",4.47925E+13,36613,DMA - ZRIVSE03,51.48215461,-0.010881051,538218.5887,177786.804,,No Leak,,13,4,15,Not Applied,,,,0,0,44651.14583,,,Faulty,44039.35,Justin Martin (Justin_Martin),Auto,43143.56458,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722376," Foot Tunnel, Cutty Sark Gardens, London SE10 9HT, United Kingdom",4.47924E+13,24638,DMA - ZRIVSE03,51.48327312,-0.009974465,538278.1544,177912.8942,next to nandos,No Leak,,10,11,15,Not Applied,,,,0,0,44641.14583,31390056,44138.47083,,,,Auto,43143.56389,,,,Auto 351 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721313,National Maritime Museum_ Romney Rd_ Greenwich_ London SE10 9JW,4.47452E+13,56179,DMA - ZRIVSE03,51.48194415,-0.006112084,538550.3475,177772.4081,,No Leak,5.7V,10,25,15,Not Applied,,,,0,14,44652.14583,,,"No noise, inconclusive",,,Auto,43143.45556,,,,Auto 815 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721794," Romney Rd, London SE10 9AT, UK",4.47624E+13,38490,DMA - ZRIVSE03,51.48146991,-0.007001727,538490.0127,177717.99,,No Leak,6.2V,8,2,15,Not Applied,,,,0,8,44651.14583,,,"JM - Repaired, set auto",43566.35764,Justin Martin (Justin-TW),Auto,43139.61389,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722591," 43 Devonshire Dr, Greenwich, London SE10 8JZ, UK",4.47624E+13,44263,DMA - ZRIVSE03,51.47485577,-0.016109683,537877.5446,176965.3119,,Leak,6.1V,21,3,15,Not Applied,,,,23,10,44648.14583,,44460.28264,,,,Awaiting repair,43139.61111,,44630.14583,,Awaiting repair 113 days,113 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7882172," 9 Nevada St, Greenwich, London SE10 9JL, UK",4.47925E+13,35323,DMA - ZRIVSE03,51.47953874,-0.007888041,538434.3161,177501.567,,No Leak,5.7V,8,3,15,Not Applied,,,,0,17,44652.14583,31552228,44238.61806,31531843,44187.48333,Justin Martin (Justin_Martin),Auto,43139.60972,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722537," Randall Christian Centre, 12 Randall Pl, Greenwich, London SE10 9LA, UK",4.47925E+13,44118,DMA - ZRIVSE03,51.47928734,-0.013540462,538042.5903,177462.9451,logger is in hydrant on opposite footpath ,No Leak,3.8V,18,5,15,Not Applied,,,,0,11,44652.14583,,,1722537,44099.35278,Justin Martin (Justin_Martin),Auto,43139.56736,,,,Auto 553 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721545," 209 Greenwich High Rd, Greenwich, London SE10 8NN, UK",-,,DMA - ZRIVSE03,51.47824787,-0.011728294,538171.5607,177350.7714,,No Leak,,-1,-1,15,Not Applied,,,,0,,44633.14583,,44452.29514,,,,Auto,43139.56667,,,,Auto 42 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,
1721597," 28 Royal Hill, Greenwich, London SE10 8RT, UK",4.47925E+13,35731,DMA - ZRIVSE03,51.4772917,-0.009710602,538314.5565,177248.2515,,No Leak,,12,4,15,Not Applied,,,,0,0,44650.14583,,44260.45417,,44174.30347,Justin Martin (Justin_Martin),Auto,43139.56597,,,,Auto 17 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722588," Unit 8, Greenwich Centre Business Park, Norman Rd, Greenwich, London SE10 9QF, UK",4.47924E+13,28300,DMA - ZRIVSE03,51.47833307,-0.01628235,537855.0772,177351.6666,,Leak,6.4V,31,5,15,Not Applied,,,,85,13,44652.14583,,44260.45903,,44635.3875,Sinead Johnston (SJPNDALYS2021),Investigation Ongoing,43139.56597,,44568.14583,,Investigation Ongoing 391 days,391 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7044014," 53 Guildford Grove, Greenwich, London SE10 8JY, UK",4.47925E+13,59902,DMA - ZRIVSE03,51.4742109,-0.015106201,537949.174,176895.4905,,No Leak,6.5V,8,4,15,Not Applied,,,,0,19,44652.14583,,,,,,Auto,43139.56597,,,,Auto 681 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722230," 50 Devonshire Dr, Greenwich, London SE10 8JZ, UK",4.47452E+13,55872,DMA - ZRIVSE03,51.47461812,-0.015147105,537945.1059,176940.697,,No Leak,6.8V,8,3,15,Not Applied,,,,0,13,44652.14583,,,DW - returned to Auto,43544.45069,Dean Williams (Dean-TW),Auto,43139.56597,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721993,"In Bardsley Ln, at the side of Lamb House, Haddo St, London SE10 9RL, UK",4.47925E+13,42411,DMA - ZRIVSE03,51.48123637,-0.013802463,538018.5179,177679.1871,,No Leak,6.6V,16,7,15,Not Applied,,,,0,4,44651.14583,,,1721993,44001.29444,Justin Martin (Justin_Martin),Auto,43139.56597,,,,Auto 651 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721186," 11 St Alfege Passage, Greenwich, London SE10 9JS, UK",4.47925E+13,35926,DMA - ZRIVSE03,51.48055187,-0.010658763,538238.8656,177608.996,,No Leak,5.7V,11,4,15,Not Applied,,,,0,8,44652.14583,,,,,,Auto,43139.56528,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721989," 2 Langdale Rd, Greenwich, London SE10 8UA, UK",4.47452E+13,52604,DMA - ZRIVSE03,51.47684692,-0.013993084,538018.5229,177190.7149,,No Leak,6.6V,8,2,15,Not Applied,,,,0,12,44652.14583,,44137.43264,,,,Auto,43139.56458,,,,Auto 17 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7049976," 45 Norman Rd, Greenwich, London SE10 9QZ, UK",4.47925E+13,3851,DMA - ZRIVSE03,51.4800902,-0.016230047,537853.4147,177547.1604,,Leak,5.6V,24,5,15,Not Applied,,,,7,9,44652.14583,,,31620359,44421.35972,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43139.56458,,44646.14583,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7882175," 10 King William Walk, Greenwich, London SE10 9JH, UK",4.47452E+13,59496,DMA - ZRIVSE03,51.48043932,-0.007556453,538454.615,177602.3392,,No Leak,,10,4,15,Not Applied,,,,0,0,44651.14583,31610314 hotspot,44320.28542,,,,Auto,43139.56458,,,, 332 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
8430415,Behind Travelodge 157_Lovibond Lane_London SE10 8JA,4.47452E+13,52903,DMA - ZRIVSE03,51.47753991,-0.015563372,537907.3925,177264.8192,,Leak,6.5V,28,6,15,Not Applied,,,,2,12,44652.14583,"t Very small noise on POI, no noise on fittings nearby. Inconclusive correlations. -Nico",44383.31944,,44356.41597,Justin Martin (Justin_Martin),Investigation Cleared,43139.56458,,44651.14583,,Investigation Cleared 161 days,161 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7044049," 27 Greenwich S St, Greenwich, London SE10 8NT, UK",4.47925E+13,44038,DMA - ZRIVSE03,51.47716662,-0.012300946,538135.0609,177229.4552,,No Leak,3.0V,8,3,15,Not Applied,,,,0,8,44652.14583,,,,,,Auto,43139.56389,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722226,1 Hargood House_ 7 Norway St_ London SE10 9FG,4.47624E+13,38354,DMA - ZRIVSE03,51.48200015,-0.014827815,537945.0206,177762.1885,,Leak,3.2V,37,4,15,Not Applied,,,,10,12,44644.14583,,44638.58472,,,,Auto,43139.56389,,44643.14583,,Auto 13 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692373," 35 Gloucester Circus, Greenwich, London SE10 8RY, UK",4.47924E+13,25972,DMA - ZRIVSE03,51.47773293,-0.00826288,538413.7515,177300.0509,,No Leak,6.3V,8,4,15,Not Applied,,,,0,5,44651.14583,,,,,,Auto,43139.56389,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692374," 21 Gloucester Circus, Greenwich, London SE10 8RY, UK",4.47452E+13,56211,DMA - ZRIVSE03,51.47743015,-0.009317324,538341.4472,177264.3894,,No Leak,6.3V,9,6,15,Not Applied,,,,0,17,44651.14583,hotspot 31205309,44386.41944,,44209.59722,Justin Martin (Justin_Martin),Auto,43139.56389,,,,Auto 678 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692371," 24 Crooms Hill, Greenwich, London SE10 8ER, UK",4.47624E+13,44395,DMA - ZRIVSE03,51.4784997,-0.007419661,538469.9834,177386.9096,,No Leak,6.2V,8,5,15,Not Applied,,,,0,10,44650.14583,,,,,,Auto,43139.56319,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722007," 1 Randall Pl, Greenwich, London SE10 9LA, UK",4.47452E+13,54755,DMA - ZRIVSE03,51.47973105,-0.013707429,538029.658,177511.9724,,No Leak,6.4V,11,5,15,Not Applied,,,,0,13,44652.14583,45RSNQ,44165.56667,,44165.56667,Justin Martin (Justin_Martin),Auto,43139.56319,,,,Auto 685 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692372," 41 Gloucester Circus, Greenwich, London SE10 8RY, UK",4.47924E+13,26136,DMA - ZRIVSE03,51.4781349,-0.008041598,538427.901,177345.1685,,No Leak,5.4V,8,2,15,Not Applied,,,,0,5,44652.14583,,,,,,Auto,43139.5625,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692368," 21 Gloucester Circus, London SE10 8RY, UK",4.47925E+13,59816,DMA - ZRIVSE03,51.47739497,-0.009433615,538333.4783,177260.2578,,No Leak,3.9V,9,22,15,Not Applied,,,,0,19,44652.14583,hotspot,44386.41944,HOTSPOT,,,Investigation Cleared,43139.5625,,,,Investigation Cleared 405 days,405 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721595," 291 Greenwich High Rd, Greenwich, London SE10 8NA, UK",4.47925E+13,36469,DMA - ZRIVSE03,51.48005094,-0.009748824,538303.5615,177555.0102,,No Leak,6.2V,27,13,15,Not Applied,,,,0,12,44652.14583,31637354,44368.34931,,44201.37222,Justin Martin (Justin_Martin),Awaiting repair,43139.56111,,,,Awaiting repair 206 days,206 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1785327," 189 Greenwich High Rd, London SE10 8JA, UK",4.47925E+13,43966,DMA - ZRIVSE03,51.4777742,-0.012639635,538109.7084,177296.3797,,No Leak,6.1V,18,25,15,Notch,0,200,,0,24,44652.14583,Electrical,43767.47639,,,,Auto,43139.56111,,,,Auto 884 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711465," Dlr Deptford Bridge, London SE8 4HH, UK",4.47925E+13,35388,DMA - ZRIVSE03,51.47429997,-0.022568299,537430.7036,176891.3718,,No Leak,6.2V,37,24,15,Not Applied,,,,0,11,44652.14583,,,Electrical,,,Investigation Cleared,43136.50486,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7692369," 40 Gloucester Circus, Greenwich, London SE10 8RY, UK",4.47925E+13,43025,DMA - ZRIVSE03,51.47789665,-0.009243563,538345.1586,177316.4036,,No Leak,6.1V,10,7,15,Not Applied,,,,0,10,44652.14583,"t No noise on fittings, inconclusive correlations. Small noise on fitting outside building near number 8 Gloucester Circus, to small to prove type of leak. Nico",44390.29792,,,,Auto,43136.50069,,,, 262 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7788225," 3 Stockwell St, London SE10 9JN, UK",4.47452E+13,54709,DMA - ZRIVSE03,51.47988462,-0.009042239,538353.1267,177537.8486,,No Leak,5.8V,14,5,15,Not Applied,,,,0,9,44652.14583,,,,,,Auto,43136.50069,,,,Auto 661 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7882176," 19 King William Walk, London SE10 9JH, UK",8.8236E+14,130397,DMA - ZRIVSE03,51.4809853,-0.007963861,538424.6746,177662.2827,,Leak,5.1V,25,6,15,Not Applied,,,,9,12,44652.14583,31610314 hotspot,44316.60347,,,,Investigation Cleared,43136.50069,,44644.14583,,Investigation Cleared 66 days,66 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722687,"56 Roan St, Greenwich, London SE10 9JT, UK",4.47624E+13,43456,DMA - ZRIVSE03,51.48020985,-0.012175888,538134.5568,177568.1013,,No Leak,6.3V,10,3,15,Not Applied,,,,0,22,44641.14583,31518644d,44368.34028,,,,Auto,43136.50069,,,,Auto 330 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
